Bigram-2 Words
titanium ore
ore reserve
reserve year
year soviet
soviet war
war afghanistan
afghanistan ussr
ussr lost
lost fighter
fighter jet
jet day
day war
war russia
russia loses
loses fighter
fighter jet
jet ukrainian
ukrainian air
air force
force got
got skill
skill bulgarian
bulgarian prime
prime minister
minister kiril
kiril said
said would
would send
send contingent
contingent troop
troop country
country strengthen
strengthen eastern
eastern flank
flank amid
amid war
war eye
eye focused
focused intl
intl community
community must
must also
also remember
remember ppl
ppl killed
killed anti-authoritarian
anti-authoritarian militant
militant resistance
resistance committee
committee fighting
fighting territorial
territorial defence
defence say
say unit
unit pretty
pretty much
much self-sustainable
self-sustainable decent
decent supply
supply chain
chain international
international court
court justice
justice called
called immediately
immediately stop
stop invasion
invasion dictator
dictator belief
belief country
country equal
equal others
others right
right bend
bend defiant
defiant government
government russian
russian invaders
invaders destroyed
destroyed ski
ski base
base chernihiv
chernihiv hosted
hosted ski
ski biathlon
biathlon competition
competition many
many year
year including
including ukrainian
ukrainian championships
championships champions
champions race
race 
 
 sadly
sadly skin
skin color
color war
war victim
victim seems
seems biggest
biggest indicator
indicator solidarity
solidarity hushed
hushed west
west showing
showing solidarity
solidarity every
every day
day pass
pass civilian
civilian killed
killed every
every business
business relationship
relationship russia
russia mean
mean money
money finance
finance genocidestop
genocidestop road
road worldwide
worldwide donate
donate scf
scf great
great org
org meaningful
meaningful impact
impact know
know first
first hand
hand looking
looking forward
forward disavowing
disavowing johnson's
johnson's linking
linking results
results russian
russian bombing
bombing residential
residential apartment
apartment block
block russians
russians invaded
invaded kill
kill men
men woman
woman child
child ukrainians
ukrainians let
let ask
ask question
question loses
loses negotiation
negotiation steal
steal ukrainian
ukrainian land
land prevents
prevents turning
turning west
west doe
doe anyone
anyone still
still doubt
doubt another
another another
another war
war monger
monger know
know putin
putin agressie
agressie worth
worth dead
dead people
people oil
oil sea
sea ground
ground ice
ice checkpoint
checkpoint shippers
shippers diversified
diversified network
network better
better managing
managing volatility
volatility accessing
accessing market
market competitive
competitive ratesnetworks
ratesnetworks built
built scaled
scaled diversified
diversified capacity
capacity optimized
optimized freight
freight move
move key
key approach
approach johnson
johnson remain
remain silent
silent putin
putin attack
attack georgia
georgia baltic
baltic state
state via
via chronicle
chronicle war
war untold
untold consequence
consequence pushing
pushing nato
nato border
border russia
russia missile
missile base
base poland
poland mile
mile frm
frm russian
russian border
border well
well known
known 
 yet
yet anyway
anyway via
via slovaks
slovaks making
making child
child smile
smile police
police officer
officer soldier
soldier firefighter
firefighter best
best job
job people
people coming
coming ukraine
ukraine total
total number
number people
people came
came mostly
mostly woman
woman child
child nestle
nestle remains
remains paying
paying tax
tax russian
russian government
government giving
giving putin
putin money
money kill
kill civilian
civilian child
child hot
hot russian
russian model
model followed
followed today
today mr
mr putin
putin office
office metro
metro threatened
threatened ukraine
ukraine blockade
blockade supply
supply due
due pressure
pressure leave
leave russia
russia say
say former
former cabinet
cabinet minister
minister dmytro
dmytro dubiletmetro
dubiletmetro belief
belief sale
sale effect
effect war
war siret
siret romaniajust
romaniajust across
across border
border fleeing
fleeing conflict
conflict receive
receive aid
aid warm
warm welcome
welcome deeply
deeply impressed
impressed commitment
commitment volunteer
volunteer support
support family
family humanity
humanity must
must prevail
prevail super
super piece
piece thank
thank focus
focus everything
everything help
help defeat
defeat photo
photo one
one destroyed
destroyed school
school please
please help
help help
help reaching
reaching dying
dying nothing
nothing eat
eat drink
drink please
please well-fed
well-fed people
people please
please help
help afternoon
afternoon folk
folk back
back pm
pm sitting
sitting lots
lots discus
discus we're
we're also
also talking
talking big
big geopolitical
geopolitical dive
dive attack
attack healthcare
healthcare including
including staff
staff patient
patient facility
facility taken
taken place
place since
since war
war began
began war
war solution
solution problem
problem together
together village
village near
near freed
freed occupier
occupier last
last hour
hour direction
direction thrown
thrown back
back km
km capital
capital family
family rescued
rescued hour
hour emergency
emergency rescue
rescue support
support team
team contact
contact email
email ukrainerescuecomphone
ukrainerescuecomphone call
call text
text suffered
suffered another
another blow
blow enemy
enemy podil
podil district
district shelled
shelled last
last night
night rescuer
rescuer medic
medic already
already working
working site
site number
number victim
victim damage
damage clarified
clarified empr
empr via
via kyiv
kyiv city
city state
state administration
administration right
right maybe
maybe dead
dead tochka-u
tochka-u ballistic
ballistic missile
missile attack
attack residential
residential neighbourhood
neighbourhood near
near town
town centre
centre body
body frame
frame still
still alive
alive one
one missing
missing leg
leg photo
photo laptop
laptop screen
screen wi-fi
wi-fi important
important information
information refugee
refugee rumour
rumour arrival
arrival registration
registration possible
possible berlin
berlin true
true register
register receive
receive help
help city
city germany
germany official
official information
information one
one insane
insane video
video they'll
they'll never
never show
show interview
interview oleksiy
oleksiy adviser
adviser head
head office
office president
president price
price joining
joining big
big wanted
wanted first
first place
place world
world focus
focus family
family ethiopia
ethiopia face
face remain
remain forgotten
forgotten ic
ic according
according child
child five
five almost
almost two-third
two-third pregnant
pregnant breastfeeding
breastfeeding woman
woman malnourished
malnourished people
people knelt
knelt ukrainians
ukrainians pay
pay respect
respect fallen
fallen defendersthey
defendersthey value
value every
every life
life everyone
